filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
"DSC_0655.jpg,5690048,""{}"",3,0,""{""""name"""":""""rect"""",""""x"""":3669,""""y"""":827,""""width"""":997,""""height"""":768}"",""{""""clothe"""":""""hat\n""""}"""
"DSC_0655.jpg,5690048,""{}"",3,1,""{""""name"""":""""rect"""",""""x"""":982,""""y"""":1580,""""width"""":952,""""height"""":768}"",""{""""clothe"""":""""hat\n""""}"""
"DSC_0655.jpg,5690048,""{}"",3,2,""{""""name"""":""""rect"""",""""x"""":1403,""""y"""":1904,""""width"""":2119,""""height"""":2059}"",""{""""clothe"""":""""pull""""}"""
"DSC_0665.jpg,6227088,""{}"",6,0,""{""""name"""":""""rect"""",""""x"""":2650,""""y"""":974,""""width"""":709,""""height"""":672}"",""{""""clothe"""":""""hat""""}"""
"DSC_0665.jpg,6227088,""{}"",6,1,""{""""name"""":""""rect"""",""""x"""":4333,""""y"""":1159,""""width"""":1026,""""height"""":709}"",""{""""clothe"""":""""hat""""}"""
"DSC_0665.jpg,6227088,""{}"",6,2,""{""""name"""":""""rect"""",""""x"""":627,""""y"""":2185,""""width"""":672,""""height"""":760}"",""{""""clothe"""":""""hat""""}"""
"DSC_0665.jpg,6227088,""{}"",6,3,""{""""name"""":""""rect"""",""""x"""":347,""""y"""":1380,""""width"""":1705,""""height"""":1772}"",""{""""clothe"""":""""coat""""}"""
"DSC_0665.jpg,6227088,""{}"",6,4,""{""""name"""":""""rect"""",""""x"""":2000,""""y"""":1646,""""width"""":1631,""""height"""":2067}"",""{""""clothe"""":""""coat""""}"""
"DSC_0665.jpg,6227088,""{}"",6,5,""{""""name"""":""""rect"""",""""x"""":3624,""""y"""":1897,""""width"""":1868,""""height"""":2037}"",""{""""clothe"""":""""coat""""}"""
"DSC_0680.JPG,14922957,""{}"",7,0,""{""""name"""":""""rect"""",""""x"""":2945,""""y"""":1868,""""width"""":554,""""height"""":723}"",""{""""clothe"""":""""pull""""}"""
"DSC_0680.JPG,14922957,""{}"",7,1,""{""""name"""":""""rect"""",""""x"""":3322,""""y"""":1653,""""width"""":856,""""height"""":805}"",""{""""clothe"""":""""pull""""}"""
"DSC_0680.JPG,14922957,""{}"",7,2,""{""""name"""":""""rect"""",""""x"""":3491,""""y"""":2274,""""width"""":583,""""height"""":1107}"",""{""""clothe"""":""""pant""""}"""
"DSC_0680.JPG,14922957,""{}"",7,3,""{""""name"""":""""rect"""",""""x"""":2266,""""y"""":3189,""""width"""":509,""""height"""":620}"",""{""""clothe"""":""""shoes""""}"""
"DSC_0680.JPG,14922957,""{}"",7,4,""{""""name"""":""""rect"""",""""x"""":2975,""""y"""":2967,""""width"""":443,""""height"""":620}"",""{""""clothe"""":""""shoes""""}"""
"DSC_0680.JPG,14922957,""{}"",7,5,""{""""name"""":""""rect"""",""""x"""":3565,""""y"""":3292,""""width"""":576,""""height"""":288}"",""{""""clothe"""":""""shoes""""}"""
"DSC_0680.JPG,14922957,""{}"",7,6,""{""""name"""":""""rect"""",""""x"""":1845,""""y"""":3159,""""width"""":428,""""height"""":369}"",""{""""clothe"""":""""shoes""""}"""
"DSC_0728.jpg,5915584,""{}"",2,0,""{""""name"""":""""rect"""",""""x"""":1882,""""y"""":1845,""""width"""":1934,""""height"""":2045}"",""{""""clothe"""":""""pull\n""""}"""
"DSC_0728.jpg,5915584,""{}"",2,1,""{""""name"""":""""rect"""",""""x"""":3455,""""y"""":1735,""""width"""":1447,""""height"""":1764}"",""{""""clothe"""":""""pull""""}"""
"DSC_0745.JPG,12908291,""{}"",1,0,""{""""name"""":""""rect"""",""""x"""":2222,""""y"""":1240,""""width"""":1617,""""height"""":1971}"",""{""""clothe"""":""""pull""""}"""
"DSC_0770.JPG,13392409,""{}"",2,0,""{""""name"""":""""rect"""",""""x"""":1949,""""y"""":1831,""""width"""":1757,""""height"""":2141}"",""{""""clothe"""":""""pull""""}"""
"DSC_0770.JPG,13392409,""{}"",2,1,""{""""name"""":""""rect"""",""""x"""":4828,""""y"""":2059,""""width"""":827,""""height"""":782}"",""{""""clothe"""":""""pull""""}"""
"DSC_0783.JPG,14551183,""{}"",7,0,""{""""name"""":""""rect"""",""""x"""":2960,""""y"""":1550,""""width"""":635,""""height"""":790}"",""{""""clothe"""":""""pull""""}"""
"DSC_0783.JPG,14551183,""{}"",7,1,""{""""name"""":""""rect"""",""""x"""":3049,""""y"""":2251,""""width"""":495,""""height"""":723}"",""{""""clothe"""":""""pant""""}"""
"DSC_0783.JPG,14551183,""{}"",7,2,""{""""name"""":""""rect"""",""""x"""":4126,""""y"""":2451,""""width"""":1011,""""height"""":908}"",""{""""clothe"""":""""skirt""""}"""
"DSC_0783.JPG,14551183,""{}"",7,3,""{""""name"""":""""rect"""",""""x"""":2126,""""y"""":2163,""""width"""":576,""""height"""":974}"",""{""""clothe"""":""""pant""""}"""
"DSC_0783.JPG,14551183,""{}"",7,4,""{""""name"""":""""rect"""",""""x"""":1233,""""y"""":2414,""""width"""":539,""""height"""":369}"",""{""""clothe"""":""""shoes""""}"""
"DSC_0783.JPG,14551183,""{}"",7,5,""{""""name"""":""""rect"""",""""x"""":2938,""""y"""":2930,""""width"""":657,""""height"""":716}"",""{""""clothe"""":""""shoes""""}"""
"DSC_0783.JPG,14551183,""{}"",7,6,""{""""name"""":""""rect"""",""""x"""":2074,""""y"""":3071,""""width"""":524,""""height"""":369}"",""{""""clothe"""":""""shoes""""}"""
"DSC_0793.JPG,12838491,""{}"",2,0,""{""""name"""":""""rect"""",""""x"""":2347,""""y"""":1513,""""width"""":937,""""height"""":2008}"",""{""""clothe"""":""""coat""""}"""
"DSC_0793.JPG,12838491,""{}"",2,1,""{""""name"""":""""rect"""",""""x"""":2517,""""y"""":3418,""""width"""":650,""""height"""":583}"",""{""""clothe"""":""""shoes""""}"""
"DSC_0821.JPG,14063836,""{}"",1,0,""{""""name"""":""""rect"""",""""x"""":2923,""""y"""":1543,""""width"""":842,""""height"""":1535}"",""{""""clothe"""":""""coat""""}"""
"DSC_0875.jpg,5737761,""{}"",3,0,""{""""name"""":""""rect"""",""""x"""":1144,""""y"""":332,""""width"""":997,""""height"""":937}"",""{""""clothe"""":""""hat""""}"""
"DSC_0875.jpg,5737761,""{}"",3,1,""{""""name"""":""""rect"""",""""x"""":3993,""""y"""":568,""""width"""":1085,""""height"""":915}"",""{""""clothe"""":""""hat""""}"""
"DSC_0875.jpg,5737761,""{}"",3,2,""{""""name"""":""""rect"""",""""x"""":266,""""y"""":1543,""""width"""":2746,""""height"""":2369}"",""{""""clothe"""":""""coat\n""""}"""
"DSC_0931.jpg,4837810,""{}"",3,0,""{""""name"""":""""rect"""",""""x"""":1307,""""y"""":1535,""""width"""":908,""""height"""":672}"",""{""""clothe"""":""""hat""""}"""
"DSC_0931.jpg,4837810,""{}"",3,1,""{""""name"""":""""rect"""",""""x"""":2886,""""y"""":1535,""""width"""":531,""""height"""":391}"",""{""""clothe"""":""""hat""""}"""
"DSC_0931.jpg,4837810,""{}"",3,2,""{""""name"""":""""rect"""",""""x"""":4104,""""y"""":1343,""""width"""":915,""""height"""":701}"",""{""""clothe"""":""""hat""""}"""
"DSC_1127.jpg,6681962,""{}"",2,0,""{""""name"""":""""rect"""",""""x"""":1343,""""y"""":1764,""""width"""":731,""""height"""":1307}"",""{""""clothe"""":""""coat""""}"""
"DSC_1127.jpg,6681962,""{}"",2,1,""{""""name"""":""""rect"""",""""x"""":2606,""""y"""":1868,""""width"""":782,""""height"""":1587}"",""{""""clothe"""":""""coat""""}"""
"DSC_1161.jpg,6370783,""{}"",5,0,""{""""name"""":""""rect"""",""""x"""":1631,""""y"""":753,""""width"""":347,""""height"""":332}"",""{""""clothe"""":""""hat""""}"""
"DSC_1161.jpg,6370783,""{}"",5,1,""{""""name"""":""""rect"""",""""x"""":2207,""""y"""":930,""""width"""":384,""""height"""":391}"",""{""""clothe"""":""""hat""""}"""
"DSC_1161.jpg,6370783,""{}"",5,2,""{""""name"""":""""rect"""",""""x"""":3241,""""y"""":856,""""width"""":391,""""height"""":258}"",""{""""clothe"""":""""hat""""}"""
"DSC_1161.jpg,6370783,""{}"",5,3,""{""""name"""":""""rect"""",""""x"""":1447,""""y"""":1107,""""width"""":819,""""height"""":1070}"",""{""""clothe"""":""""coat""""}"""
"DSC_1161.jpg,6370783,""{}"",5,4,""{""""name"""":""""rect"""",""""x"""":3595,""""y"""":1011,""""width"""":901,""""height"""":1661}"",""{""""clothe"""":""""coat""""}"""
"DSC_1162.jpg,5909115,""{}"",5,0,""{""""name"""":""""rect"""",""""x"""":3647,""""y"""":871,""""width"""":509,""""height"""":738}"",""{""""clothe"""":""""hat""""}"""
"DSC_1162.jpg,5909115,""{}"",5,1,""{""""name"""":""""rect"""",""""x"""":3049,""""y"""":1314,""""width"""":524,""""height"""":413}"",""{""""clothe"""":""""hat""""}"""
"DSC_1162.jpg,5909115,""{}"",5,2,""{""""name"""":""""rect"""",""""x"""":1056,""""y"""":1558,""""width"""":1070,""""height"""":1085}"",""{""""clothe"""":""""coat""""}"""
"DSC_1162.jpg,5909115,""{}"",5,3,""{""""name"""":""""rect"""",""""x"""":3447,""""y"""":1454,""""width"""":1203,""""height"""":1823}"",""{""""clothe"""":""""coat""""}"""
"DSC_1162.jpg,5909115,""{}"",5,4,""{""""name"""":""""rect"""",""""x"""":4857,""""y"""":1506,""""width"""":406,""""height"""":635}"",""{""""clothe"""":""""coat""""}"""
"DSC_1175.jpg,6689501,""{}"",6,0,""{""""name"""":""""rect"""",""""x"""":2414,""""y"""":1314,""""width"""":546,""""height"""":317}"",""{""""clothe"""":""""hat""""}"""
"DSC_1175.jpg,6689501,""{}"",6,1,""{""""name"""":""""rect"""",""""x"""":3233,""""y"""":1417,""""width"""":480,""""height"""":458}"",""{""""clothe"""":""""hat""""}"""
"DSC_1175.jpg,6689501,""{}"",6,2,""{""""name"""":""""rect"""",""""x"""":3086,""""y"""":1845,""""width"""":1078,""""height"""":2141}"",""{""""clothe"""":""""coat""""}"""
"DSC_1175.jpg,6689501,""{}"",6,3,""{""""name"""":""""rect"""",""""x"""":2207,""""y"""":1727,""""width"""":982,""""height"""":1491}"",""{""""clothe"""":""""coat""""}"""
"DSC_1175.jpg,6689501,""{}"",6,4,""{""""name"""":""""rect"""",""""x"""":5086,""""y"""":1580,""""width"""":502,""""height"""":760}"",""{""""clothe"""":""""coat""""}"""
"DSC_1175.jpg,6689501,""{}"",6,5,""{""""name"""":""""rect"""",""""x"""":4008,""""y"""":1676,""""width"""":517,""""height"""":1019}"",""{""""clothe"""":""""coat""""}"""
